;VARIABLE_CIBLE
217;0.6
218;0.6
219;0.6
220;0.6
221;1.0
222;0.6
223;0.6
224;0.6
225;0.8
226;0.4
227;1.0
228;0.0
229;0.4
230;0.8
231;0.8
232;0.0
233;1.0
234;0.6
235;0.4
236;0.4
237;0.8
238;0.4
239;0.4
240;0.8
241;0.8
242;0.2
243;0.8
244;0.8
245;0.2
246;0.8
247;0.8
248;0.6
249;0.8
250;0.6
251;0.6
252;0.8
253;0.8
254;0.6
255;0.6
256;0.8
257;0.8
258;1.0
259;0.6
260;0.2
261;0.8
262;0.4
263;0.8
264;1.0
265;0.6
266;0.4
267;0.8
268;0.6
269;0.4
270;1.0
271;0.6
272;0.6
273;0.6
274;0.6
275;0.6
276;0.4
277;0.8
278;0.4
279;0.2
280;0.8
281;1.0
282;0.4
283;0.4
284;0.6
285;1.0
286;0.4
287;0.6
288;1.0
289;0.8
290;0.0
291;0.6
292;0.8
293;0.8
294;0.4
295;0.4
296;0.4
297;0.2
298;0.6
299;0.6
300;1.0
301;0.8
302;0.8
303;0.8
304;0.8
305;0.8
306;0.2
307;0.8
308;0.4
309;0.8
310;0.6
311;0.4
312;0.6
313;0.6
314;0.4
315;0.6
316;0.8
317;1.0
318;0.4
319;0.8
320;0.6
321;0.6
322;0.6
323;0.8
324;0.8
325;0.6
326;1.0
327;0.4
328;0.6
329;0.8
330;0.6
331;0.8
332;0.6
333;0.6
334;0.4
335;0.4
336;0.4
337;1.0
338;0.4
339;0.8
340;0.4
341;1.0
342;0.6
343;0.6
344;0.6
345;1.0
346;0.4
347;0.4
348;0.2
349;0.0
350;0.4
351;0.6
352;0.8
353;0.4
354;0.8
355;0.4
356;0.6
357;1.0
358;0.6
359;0.4
360;0.6
361;0.6
362;0.8
363;0.6
364;0.8
365;0.4
366;0.8
367;0.4
368;0.8
369;0.6
370;0.4
371;0.6
372;0.2
373;0.8
374;0.8
375;0.2
376;0.4
377;0.8
378;0.4
379;0.2
380;0.8
381;1.0
382;0.6
383;0.8
384;0.8
385;0.6
386;0.4
387;0.8
388;0.6
389;0.4
390;0.8
391;0.4
392;0.6
393;0.6
394;0.4
395;0.8
396;0.8
397;0.6
398;0.6
399;0.8
400;0.8
401;0.8
402;0.6
403;0.4
404;0.8
405;0.6
406;0.2
407;0.6
408;0.2
409;0.6
410;0.4
411;0.6
412;0.6
413;0.6
414;0.4
415;0.6
416;0.8
417;0.4
418;0.6
419;0.8
420;0.6
421;1.0
422;0.4
423;0.6
424;1.0
425;0.8
426;1.0
427;0.8
428;0.6
429;0.4
430;0.2
431;0.6
432;0.6
433;0.2
434;0.6
435;0.2
436;0.6
437;0.8
438;0.4
439;0.6
440;0.6
441;0.6
442;0.4
443;0.8
444;0.6
445;0.4
446;0.6
447;0.6
448;0.4
449;0.6
450;0.4
451;0.4
452;0.6
453;0.6
454;0.2
455;0.6
456;0.8
457;0.6
458;0.4
459;0.6
460;0.6
461;0.6
462;0.8
463;0.6
464;0.6
465;0.6
466;0.4
467;0.8
468;0.8
469;0.6
470;0.6
471;0.4
472;0.6
473;0.6
474;0.8
475;0.4
476;0.6
477;0.4
478;0.4
479;0.2
480;0.6
481;0.8
482;0.6
483;0.2
484;0.4
485;0.6
486;0.8
487;0.6
488;0.6
489;0.8
490;0.6
491;0.4
492;0.6
493;0.6
494;1.0
495;0.2
496;0.2
497;0.6
498;0.8
499;0.2
500;0.6
501;0.6
502;0.8
503;0.8
504;0.6
505;0.6
506;0.2
507;0.8
508;0.8
509;0.4
510;0.6
511;0.6
512;0.6
513;0.8
514;0.6
515;0.4
516;0.8
517;0.8
518;0.4
519;0.2
520;0.6
521;0.2
522;0.6
523;0.6
524;0.4
525;0.6
526;0.4
527;0.6
528;0.4
529;0.2
530;1.0
531;0.6
532;0.4
533;0.2
534;0.0
535;0.8
536;0.8
537;0.2
538;0.6
539;0.8
540;0.8
541;0.6
542;0.6
543;0.4
544;0.8
545;0.8
546;0.0
547;0.4
548;0.2
549;1.0
550;0.6
551;0.6
552;0.8
553;0.6
554;0.6
555;1.0
556;0.8
557;0.4
558;1.0
559;0.6
560;0.2
561;0.4
562;0.6
563;0.6
564;1.0
565;0.6
566;0.6
567;0.6
568;0.4
569;0.8
570;0.4
571;0.8
572;0.0
573;0.8
574;1.0
575;0.6
576;1.0
577;0.4
578;0.4
579;0.0
580;0.4
581;0.6
582;0.8
583;0.4
584;0.4
585;0.8
586;1.0
587;0.4
588;0.4
589;0.8
590;0.6
591;0.6
592;1.0
593;0.2
594;0.4
595;0.8
596;0.6
597;0.4
598;0.8
599;0.4
600;0.4
601;0.2
602;0.8
603;1.0
604;0.6
605;0.4
606;0.8
607;0.4
608;0.2
609;0.8
610;0.4
611;0.4
612;0.4
613;0.6
614;0.6
615;1.0
616;0.6
617;0.8
618;1.0
619;0.4
620;0.4
621;0.2
622;0.8
623;0.2
624;0.4
625;0.8
626;0.4
627;0.0
628;0.6
629;0.8
630;0.6
631;0.4
632;0.4
633;0.4
634;1.0
635;0.2
636;0.2
637;0.6
638;0.8
639;0.6
640;0.4
641;0.6
642;0.6
643;0.4
644;0.4
645;0.8
646;0.4
647;0.8
648;0.6
649;0.6
650;0.2
651;0.6
652;0.8
653;0.8
654;0.6
655;0.4
656;0.4
657;0.6
658;0.6
659;0.4
660;0.2
661;0.6
662;0.8
663;0.2
664;1.0
665;1.0
666;0.2
667;0.6
668;1.0
669;0.6
670;0.6
671;0.6
672;0.4
673;0.2
674;0.6
675;1.0
676;0.6
677;0.4
678;0.6
679;0.6
680;0.4
681;0.6
682;0.4
683;0.2
684;0.6
685;0.8
686;0.2
687;0.6
688;0.6
689;0.6
690;0.2
691;0.8
692;0.6
693;0.6
694;0.8
695;0.0
696;1.0
697;0.6
698;0.8
699;0.4
700;0.6
701;0.6
702;0.8
703;0.8
704;0.4
705;0.6
706;0.6
707;0.8
708;0.4
709;0.4
710;0.8
711;0.6
712;0.2
713;0.6
714;0.6
715;1.0
716;0.6
717;0.6
718;0.4
719;0.8
720;0.2
721;0.4
722;0.8
723;0.8
724;1.0
725;0.2
726;0.2
727;0.4
728;0.6
729;0.4
730;0.4
731;0.6
732;0.8
733;0.6
734;0.4
735;0.6
736;0.6
737;0.6
738;0.6
739;0.2
740;0.8
741;0.0
742;0.6
743;1.0
744;0.6
745;0.2
746;0.6
747;0.6
748;1.0
749;0.6
750;0.2
751;0.8
752;0.6
753;0.4
754;0.8
755;0.2
756;0.8
757;0.4
758;0.6
759;0.6
760;0.4
761;0.6
762;0.6
763;0.2
764;0.6
765;0.8
766;1.0
767;1.0
768;0.0
769;0.4
770;0.6
771;0.6
772;0.6
773;0.2
774;0.6
775;0.8
776;0.4
777;0.4
778;0.6
779;0.6
780;0.6
781;0.8
782;0.8
783;0.6
784;0.8
785;0.4
786;0.6
787;0.2
788;0.4
789;0.2
790;0.6
791;0.8
792;0.8
793;0.8
794;0.6
795;0.6
796;0.6
797;0.8
798;0.6
799;1.0
800;0.4
801;0.4
802;0.6
803;0.6
804;0.6
805;0.8
806;0.8
807;0.4
808;0.2
809;0.6
810;0.6
811;0.6
812;1.0
813;0.4
814;0.2
815;0.4
816;0.4
817;0.8
818;0.8
819;1.0
820;0.8
821;0.4
822;0.4
823;1.0
824;0.8
825;0.4
826;1.0
827;0.4
828;0.8
829;0.2
830;0.4
831;0.4
832;0.6
833;0.6
834;1.0
835;0.6
836;0.4
837;0.4
838;1.0
839;0.2
840;0.4
841;0.4
842;1.0
843;1.0
844;0.8
845;1.0
846;0.6
847;0.2
848;0.6
849;0.8
850;0.8
851;0.2
852;0.2
853;0.2
854;0.8
855;0.6
856;0.6
857;1.0
858;0.6
859;0.6
860;0.4
861;0.8
862;0.6
863;1.0
864;0.4
865;1.0
866;0.6
867;0.6
868;0.6
869;0.4
870;0.8
871;0.6
872;0.2
873;0.4
874;0.8
875;0.8
876;0.4
877;0.6
878;0.4
879;0.8
880;0.4
881;0.6
882;0.8
883;0.4
884;0.8
885;0.4
886;0.4
887;0.6
888;0.6
889;0.4
890;1.0
891;0.6
892;0.6
893;0.6
894;1.0
895;0.6
896;0.6
897;0.4
898;0.8
899;0.6
900;0.8
901;1.0
902;0.2
903;0.6
904;0.6
905;0.4
906;0.4
907;0.8
908;0.6
909;0.6
910;0.6
911;0.4
912;0.6
913;0.8
914;0.8
915;0.2
916;0.6
917;0.4
918;0.2
919;0.4
920;0.6
921;0.8
922;0.8
923;0.2
924;0.4
925;0.4
926;0.4
927;1.0
928;0.6
929;0.8
930;0.8
931;0.8
932;0.4
933;0.2
934;0.6
935;0.6
936;0.4
937;0.8
938;0.6
939;0.2
940;1.0
941;0.8
942;1.0
943;0.2
944;0.6
945;1.0
946;0.4
947;0.8
948;1.0
949;0.8
950;0.6
951;0.6
952;0.8
953;0.6
954;0.8
955;1.0
956;0.8
957;0.0
958;0.6
959;0.6
960;0.8
961;0.8
962;0.4
963;0.6
964;0.6
965;0.6
966;0.2
967;1.0
968;0.6
969;0.6
970;0.2
971;0.8
972;0.2
973;0.8
974;0.2
975;0.4
976;0.8
977;0.6
978;0.8
979;0.2
980;0.6
981;0.0
982;0.6
983;1.0
984;0.8
985;0.6
986;0.4
987;0.4
988;0.6
989;0.6
990;0.6
991;1.0
992;1.0
993;0.6
994;0.8
995;1.0
996;0.8
997;0.6
998;0.6
999;0.4
1000;0.0
1001;0.8
1002;0.6
1003;0.6
1004;0.4
1005;0.6
1006;0.4
1007;0.6
1008;0.0
1009;0.2
1010;0.6
1011;0.4
1012;0.8
1013;0.8
1014;0.4
1015;0.6
1016;0.6
1017;0.8
1018;0.8
1019;0.8
1020;0.0
1021;0.8
1022;0.8
1023;0.4
1024;0.4
1025;0.6
1026;1.0
1027;0.2
1028;0.2
1029;1.0
1030;0.2
1031;0.8
1032;0.6
1033;0.4
1034;0.8
1035;0.4
1036;0.8
1037;0.6
1038;0.4
1039;0.2
1040;0.4
1041;0.4
1042;0.6
1043;0.4
1044;1.0
1045;0.4
1046;0.2
1047;0.6
1048;0.6
1049;0.6
1050;0.4
1051;1.0
1052;0.8
1053;0.8
1054;0.8
1055;0.8
1056;0.2
1057;0.6
1058;0.8
1059;0.4
1060;0.6
1061;0.8
1062;0.4
1063;0.6
1064;0.6
1065;0.8
1066;0.8
1067;0.8
1068;0.4
1069;0.6
1070;0.8
1071;0.6
1072;0.4
1073;0.2
1074;0.8
1075;0.8
1076;0.4
1077;0.6
1078;0.6
1079;0.4
1080;0.8
1081;0.8
1082;0.6
1083;0.8
1084;0.6
1085;0.6
1086;1.0
1087;1.0
1088;0.8
1089;0.6
1090;0.4
1091;0.4
1092;0.6
1093;0.6
1094;0.6
1095;0.8
1096;0.4
1097;0.8
1098;0.2
1099;0.6
1100;0.8
1101;1.0
1102;0.8
1103;0.8
1104;0.6
1105;0.8
1106;0.6
1107;0.8
1108;0.6
1109;0.4
1110;0.2
1111;0.8
1112;0.6
1113;0.8
1114;1.0
1115;0.8
1116;0.4
1117;0.8
1118;0.0
1119;0.4
1120;1.0
1121;0.6
1122;0.4
1123;0.4
1124;1.0
1125;0.4
1126;1.0
1127;0.4
1128;0.2
1129;0.8
1130;0.6
1131;1.0
1132;0.8
1133;1.0
1134;0.8
1135;0.8
1136;0.4
1137;0.8
1138;0.4
1139;1.0
1140;1.0
1141;0.2
1142;0.0
1143;0.6
1144;0.4
1145;0.6
1146;0.6
1147;0.8
1148;0.6
1149;0.6
1150;0.8
1151;0.6
1152;0.8
1153;0.8
1154;0.6
1155;0.6
1156;0.6
1157;0.6
1158;0.4
1159;0.8
1160;0.4
1161;0.4
1162;0.4
1163;0.6
1164;0.8
1165;0.4
1166;1.0
1167;1.0
1168;0.6
1169;0.4
1170;0.4
1171;0.8
1172;0.8
1173;0.8
1174;0.2
1175;0.6
1176;0.4
1177;0.4
1178;0.6
1179;0.8
1180;0.6
1181;1.0
1182;0.6
1183;0.4
1184;0.4
1185;0.4
1186;0.6
1187;0.8
1188;0.8
1189;0.4
1190;0.4
1191;0.0
1192;1.0
1193;0.8
1194;0.0
1195;0.8
1196;0.6
1197;0.8
1198;0.6
1199;0.6
1200;0.6
1201;1.0
1202;0.2
1203;0.4
1204;1.0
1205;1.0
1206;0.6
1207;0.4
1208;0.6
1209;0.8
1210;0.6
1211;1.0
1212;0.6
1213;0.8
1214;0.4
1215;0.4
1216;0.4
1217;0.4
1218;0.0
1219;0.4
1220;0.2
1221;0.8
1222;0.8
1223;0.4
1224;0.8
1225;0.6
1226;0.4
1227;0.6
1228;0.4
1229;0.8
1230;0.6
1231;0.4
1232;0.6
1233;0.4
1234;0.2
1235;0.6
1236;0.4
1237;0.6
1238;0.8
1239;0.6
1240;0.6
1241;0.2
1242;0.4
1243;0.4
1244;0.2
1245;0.4
1246;0.8
1247;0.6
1248;0.4
1249;0.6
1250;0.2
1251;0.8
1252;0.8
1253;0.0
1254;0.6
1255;0.6
1256;1.0
1257;0.8
1258;0.4
1259;0.2
1260;0.0
1261;1.0
1262;0.6
1263;1.0
1264;0.4
1265;0.8
1266;0.8
1267;0.6
1268;0.6
1269;0.4
1270;0.6
1271;0.4
1272;0.6
1273;0.8
1274;0.4
1275;0.6
1276;0.6
1277;0.6
1278;0.8
1279;0.2
1280;0.6
1281;1.0
1282;0.4
1283;0.6
1284;0.6
1285;1.0
1286;1.0
1287;1.0
1288;0.6
1289;0.4
1290;0.8
1291;0.6
1292;1.0
1293;0.6
1294;0.4
1295;0.6
1296;0.4
1297;0.8
1298;0.4
1299;0.8
1300;0.6
1301;0.4
1302;0.6
1303;0.8
1304;0.4
1305;0.8
1306;0.6
1307;1.0
1308;0.4
1309;0.8
1310;0.8
1311;0.2
1312;0.2
1313;0.2
1314;0.8
1315;0.6
1316;0.6
1317;0.8
1318;0.0
1319;1.0
1320;0.8
1321;0.4
1322;0.0
1323;0.4
1324;1.0
1325;0.8
1326;0.6
1327;0.4
1328;0.8
1329;1.0
1330;0.2
1331;0.6
1332;0.6
1333;0.6
1334;0.6
1335;0.8
1336;0.4
1337;0.8
1338;0.4
1339;0.6
1340;0.6
1341;0.8
1342;0.2
1343;0.6
1344;0.6
1345;0.8
1346;1.0
1347;0.6
1348;0.8
1349;0.4
1350;0.4
1351;0.6
1352;0.6
1353;0.6
1354;0.4
1355;1.0
1356;0.8
1357;0.6
1358;0.4
1359;0.8
1360;0.6
1361;0.8
1362;0.6
1363;0.6
1364;0.6
1365;0.0
1366;0.4
1367;0.8
1368;0.6
1369;0.8
1370;1.0
1371;0.0
1372;0.6
1373;0.8
1374;0.4
1375;1.0
1376;0.2
1377;0.4
1378;0.6
1379;0.4
1380;0.6
1381;0.2
1382;0.8
1383;0.8
1384;0.4
1385;0.6
1386;0.6
1387;0.4
1388;0.6
1389;0.8
1390;0.6
1391;0.8
1392;0.6
1393;0.8
1394;1.0
1395;0.4
1396;0.8
1397;0.4
1398;0.8
1399;0.6
1400;0.8
1401;0.6
1402;0.6
1403;0.6
1404;0.4
1405;0.4
1406;1.0
1407;0.6
1408;0.6
1409;0.8
1410;0.4
1411;0.8
1412;1.0
1413;0.8
1414;0.6
1415;0.6
1416;0.6
1417;0.8
1418;1.0
1419;0.6
1420;0.8
1421;0.6
1422;0.4
1423;0.8
1424;0.4
1425;1.0
1426;0.6
1427;0.4
1428;0.6
1429;1.0
1430;0.8
1431;0.8
1432;0.2
1433;0.6
1434;0.6
1435;0.4
1436;0.0
1437;0.4
1438;0.0
1439;0.6
1440;0.4
1441;0.8
1442;0.2
1443;0.8
1444;0.8
1445;0.8
1446;0.4
1447;0.6
1448;0.2
1449;1.0
1450;0.4
1451;1.0
1452;0.4
1453;0.8
1454;0.0
1455;0.8
1456;0.6
1457;0.2
1458;1.0
1459;0.8
1460;1.0
1461;0.6
1462;0.2
1463;0.6
1464;0.2
1465;0.0
1466;0.6
1467;0.8
1468;0.2
1469;0.4
1470;1.0
1471;0.6
1472;0.8
1473;0.6
1474;0.6
1475;0.2
1476;0.6
1477;0.6
1478;0.6
1479;0.6
1480;0.2
1481;0.8
1482;0.6
1483;0.6
1484;0.8
1485;1.0
1486;0.4
1487;1.0
1488;1.0
1489;0.8
1490;0.6
1491;0.4
1492;0.4
1493;0.8
1494;0.6
1495;0.2
1496;0.6
1497;0.6
1498;0.6
1499;0.2
1500;0.8
1501;0.6
1502;0.4
1503;0.8
1504;0.8
1505;0.8
1506;0.4
1507;0.8
1508;0.4
1509;0.8
1510;0.6
1511;0.8
1512;0.4
1513;0.6
1514;0.4
1515;0.4
1516;0.8
1517;0.8
1518;0.8
1519;0.2
1520;0.8
1521;0.8
1522;0.4
1523;0.4
1524;0.4
1525;0.6
1526;0.4
1527;1.0
1528;1.0
1529;0.6
1530;0.2
1531;0.8
1532;0.4
1533;0.8
1534;0.8
1535;0.4
1536;1.0
1537;0.2
1538;0.8
1539;0.4
1540;0.4
1541;1.0
1542;1.0
1543;0.6
1544;0.8
1545;0.4
1546;0.8
1547;0.6
1548;0.8
1549;0.8
1550;0.8
1551;0.2
1552;0.6
1553;0.6
1554;1.0
1555;0.6
1556;0.4
1557;0.8
1558;0.4
1559;0.8
1560;0.6
1561;0.4
1562;0.4
1563;0.8
1564;0.6
1565;0.0
1566;0.6
1567;0.8
1568;0.4
1569;0.4
1570;0.8
1571;1.0
1572;0.8
1573;0.2
1574;0.8
1575;0.6
1576;0.2
1577;0.6
1578;0.4
1579;0.8
1580;0.2
1581;0.4
1582;0.8
1583;0.4
1584;0.4
1585;0.8
1586;0.4
1587;0.6
1588;0.6
1589;0.2
1590;0.8
1591;0.2
1592;0.8
1593;0.6
1594;0.8
1595;0.4
1596;0.6
1597;0.8
1598;0.6
1599;0.8
1600;0.8
1601;1.0
1602;1.0
1603;0.8
1604;0.8
1605;0.6
1606;0.4
1607;0.4
1608;0.4
1609;0.8
1610;0.6
1611;0.6
1612;0.4
1613;0.6
1614;1.0
1615;0.8
1616;0.8
1617;0.2
1618;0.6
1619;0.4
1620;0.6
1621;0.6
1622;0.8
1623;0.8
1624;0.6
1625;0.8
1626;0.6
1627;0.6
1628;0.4
1629;0.8
1630;0.6
1631;0.6
1632;1.0
1633;0.8
1634;0.8
1635;0.6
1636;0.8
1637;1.0
1638;0.4
1639;0.2
1640;0.6
1641;0.6
1642;1.0
1643;0.6
1644;0.6
1645;0.2
1646;0.4
1647;0.6
1648;0.4
1649;0.4
1650;0.4
1651;0.6
1652;0.8
1653;0.6
1654;0.4
1655;0.8
1656;0.4
1657;1.0
1658;0.8
1659;1.0
1660;0.6
1661;0.4
1662;0.8
1663;0.8
1664;0.8
1665;0.4
1666;0.6
1667;0.8
1668;0.8
1669;0.8
1670;0.2
1671;0.0
1672;0.6
1673;0.4
1674;0.6
1675;0.6
1676;0.6
1677;0.6
1678;0.2
1679;0.6
1680;1.0
1681;0.4
1682;0.6
1683;0.8
1684;0.4
1685;0.8
1686;0.4
1687;0.4
1688;0.8
1689;0.6
1690;0.8
1691;0.6
1692;0.8
1693;0.4
1694;0.4
1695;0.0
1696;1.0
1697;0.4
1698;0.4
1699;0.4
1700;1.0
1701;0.8
1702;0.8
1703;0.4
1704;0.4
1705;0.0
1706;0.4
1707;0.4
1708;0.4
1709;0.2
1710;0.6
1711;0.4
1712;1.0
1713;0.8
1714;0.6
1715;0.4
1716;0.4
1717;0.6
1718;0.0
1719;1.0
1720;0.2
1721;0.4
1722;0.8
1723;0.8
1724;0.4
1725;0.2
1726;0.8
1727;0.6
1728;0.4
1729;1.0
1730;0.6
1731;0.8
1732;0.8
1733;0.2
1734;0.6
1735;0.2
1736;0.2
1737;0.6
1738;0.6
1739;0.4
1740;0.8
1741;0.8
1742;0.0
1743;0.6
1744;0.6
1745;0.4
1746;0.2
1747;0.4
1748;0.4
1749;0.6
1750;0.8
1751;0.6
1752;0.8
1753;0.2
1754;0.8
1755;0.2
1756;0.4
1757;0.2
1758;0.4
1759;0.4
1760;0.6
1761;0.4
1762;0.8
1763;0.8
1764;0.6
1765;0.4
1766;0.4
1767;0.8
1768;0.4
1769;0.8
1770;0.6
1771;0.4
1772;0.8
1773;0.2
1774;0.6
1775;0.6
1776;0.6
1777;0.6
1778;0.6
1779;0.4
1780;0.6
1781;0.4
1782;0.4
1783;0.2
1784;0.2
1785;0.6
1786;0.4
1787;0.6
1788;0.6
1789;0.2
1790;0.2
1791;0.2
1792;0.8
1793;0.4
1794;1.0
1795;0.6
1796;0.6
1797;0.4
1798;0.8
1799;0.6
1800;0.8
1801;0.8
1802;0.6
1803;1.0
1804;0.6
1805;0.8
1806;0.2
1807;0.2
1808;0.2
1809;0.4
1810;1.0
1811;0.2
1812;0.8
1813;0.8
1814;0.8
1815;0.6
1816;0.6
1817;0.4
1818;1.0
1819;0.6
1820;0.6
1821;0.4
1822;0.4
1823;0.4
1824;0.8
1825;0.6
1826;0.4
1827;0.2
1828;0.6
1829;0.2
1830;0.2
1831;0.6
1832;1.0
1833;0.8
1834;1.0
1835;0.2
1836;0.6
1837;1.0
1838;0.8
1839;0.4
1840;0.2
1841;0.4
1842;0.8
1843;0.8
1844;0.6
1845;0.2
1846;0.0
1847;1.0
1848;0.6
1849;0.8
1850;0.8
1851;0.2
1852;0.6
1853;0.0
1854;0.4
1855;0.4
1856;0.6
1857;0.8
1858;0.4
1859;0.6
1860;0.8
1861;0.4
1862;0.4
1863;0.8
1864;0.4
1865;0.2
1866;0.8
1867;0.2
1868;1.0
1869;0.6
1870;0.8
1871;1.0
1872;0.2
1873;0.8
1874;0.6
1875;0.8
1876;0.8
1877;0.2
1878;0.6
1879;0.6
1880;0.4
1881;0.6
1882;0.4
1883;0.4
1884;1.0
1885;0.6
1886;0.8
1887;0.4
1888;0.8
1889;0.8
1890;0.4
1891;0.8
1892;0.8
1893;1.0
1894;1.0
1895;0.6
1896;0.6
1897;0.6
1898;0.6
1899;0.6
1900;0.2
1901;0.6
1902;0.8
1903;0.6
1904;0.6
1905;0.6
1906;0.6
1907;0.4
1908;0.8
1909;0.0
1910;1.0
1911;0.8
1912;0.8
1913;0.6
1914;0.6
1915;0.6
1916;1.0
1917;0.6
1918;1.0
1919;0.6
1920;0.8
1921;0.6
1922;0.4
1923;0.8
1924;0.8
1925;0.6
1926;0.6
1927;0.4
1928;1.0
1929;0.4
1930;0.6
1931;0.8
1932;0.6
1933;0.4
1934;0.4
1935;0.6
1936;0.8
1937;0.4
1938;0.4
1939;1.0
1940;0.8
1941;0.0
1942;0.6
1943;0.8
1944;0.4
1945;0.8
1946;0.4
1947;0.0
1948;0.2
1949;0.4
1950;0.8
1951;0.6
1952;0.6
1953;0.8
1954;0.4
1955;0.2
1956;0.6
1957;0.8
1958;0.4
1959;0.4
1960;0.8
1961;0.6
1962;0.6
1963;0.6
1964;0.8
1965;0.6
1966;0.6
1967;0.8
1968;0.6
1969;0.6
1970;0.8
1971;0.2
1972;0.6
1973;0.2
1974;0.2
1975;0.4
1976;0.6
1977;0.2
1978;0.6
1979;0.4
1980;0.8
1981;0.8
1982;0.4
1983;0.6
1984;0.8
1985;0.4
1986;0.6
1987;0.2
1988;0.6
1989;0.8
1990;0.8
1991;0.6
1992;0.8
1993;0.8
1994;0.6
1995;0.6
1996;0.4
1997;0.6
1998;0.8
1999;0.4
2000;0.2
2001;0.4
2002;0.6
2003;0.6
2004;0.8
2005;0.8
2006;0.4
2007;1.0
2008;0.2
2009;0.6
2010;0.8
2011;0.8
2012;0.4
2013;0.8
2014;0.8
2015;0.2
2016;0.8
2017;0.6
2018;0.4
2019;1.0
2020;0.6
2021;0.6
2022;0.2
2023;0.8
2024;0.2
2025;1.0
2026;0.4
2027;0.8
2028;0.6
2029;0.8
2030;0.6
2031;0.4
2032;0.8
2033;0.6
2034;0.6
2035;0.4
2036;0.6
2037;0.2
2038;0.6
2039;0.0
2040;0.4
2041;0.4
2042;0.4
2043;0.4
2044;0.6
2045;0.8
2046;0.8
2047;0.8
2048;0.8
2049;0.8
2050;0.0
2051;0.6
2052;0.2
2053;1.0
2054;0.8
2055;0.8
2056;0.4
2057;1.0
2058;1.0
2059;0.8
2060;0.0
2061;0.4
2062;0.2
2063;0.4
2064;0.4
2065;0.8
2066;0.4
2067;0.8
2068;0.6
2069;0.8
2070;1.0
2071;0.6
2072;0.8
2073;0.6
2074;0.8
2075;0.4
2076;1.0
2077;0.4
2078;0.6
2079;0.8
2080;0.4
2081;0.8
2082;0.6
2083;0.6
2084;0.6
2085;0.6
2086;0.4
2087;1.0
2088;0.2
2089;0.8
2090;0.6
2091;1.0
2092;0.4
2093;0.6
2094;0.8
2095;0.6
2096;0.8
2097;0.6
2098;0.6
2099;0.4
2100;0.6
2101;0.4
2102;0.8
2103;0.6
2104;0.4
2105;0.6
2106;0.6
2107;0.8
2108;0.8
2109;0.4
2110;0.6
2111;0.0
2112;0.8
2113;0.4
2114;0.6
2115;1.0
2116;0.8
2117;1.0
2118;0.6
2119;0.8
2120;0.6
2121;1.0
2122;0.6
2123;0.8
2124;0.8
2125;0.6
2126;1.0
2127;0.6
2128;0.6
2129;0.2
2130;0.8
2131;0.4
2132;0.6
2133;0.6
2134;1.0
2135;0.8
2136;0.4
2137;0.6
